,Date,Price
511,2011-12-19,1955.25
512,2011-12-20,1970.5
513,2011-12-21,1944.75
514,2011-12-22,1965.25
515,2011-12-23,1991.25
516,2011-12-26,1970.25
517,2011-12-27,1970.25
518,2011-12-28,1970.25
519,2011-12-29,1975.5
520,2011-12-30,1970.25
521,2012-01-02,2005.75
522,2012-01-03,2005.75
523,2012-01-04,2051.5
524,2012-01-05,2003.25
525,2012-01-06,2019.5
526,2012-01-09,2061.25
527,2012-01-10,2137.5
528,2012-01-11,2134.25
529,2012-01-12,2157.25
530,2012-01-13,2109.75
531,2012-01-16,2120.5
532,2012-01-17,2171.25
533,2012-01-18,2174.5
534,2012-01-19,2180.75
535,2012-01-20,2183.5
536,2012-01-23,2193.25
537,2012-01-24,2190.25
538,2012-01-25,2185.75
539,2012-01-26,2231.75
540,2012-01-27,2241.25
541,2012-01-30,2210.25
542,2012-01-31,2257.25
543,2012-02-01,2219.25
544,2012-02-02,2200.5
545,2012-02-03,2158.5
546,2012-02-06,2175.25
547,2012-02-07,2172.5
548,2012-02-08,2236.25
549,2012-02-09,2232.25
550,2012-02-10,2218.25
551,2012-02-13,2207.25
552,2012-02-14,2163.0
553,2012-02-15,2173.5
554,2012-02-16,2116.75
555,2012-02-17,2127.25
556,2012-02-20,2130.0
557,2012-02-21,2175.25
558,2012-02-22,2211.5
559,2012-02-23,2228.75
560,2012-02-24,2252.75
561,2012-02-27,2266.75
562,2012-02-28,2307.75
563,2012-02-29,2301.25
564,2012-03-01,2288.5
565,2012-03-02,2295.25
566,2012-03-05,2253.25
567,2012-03-06,2202.25
568,2012-03-07,2172.5
569,2012-03-08,2174.75
570,2012-03-09,2169.75
571,2012-03-12,2166.25
572,2012-03-13,2187.25
573,2012-03-14,2196.25
574,2012-03-15,2195.25
575,2012-03-16,2222.0
576,2012-03-19,2218.75
577,2012-03-20,2218.75
578,2012-03-21,2192.25
579,2012-03-22,2139.25
580,2012-03-23,2130.75
581,2012-03-26,2136.75
582,2012-03-27,2132.75
583,2012-03-28,2137.75
584,2012-03-29,2107.0
585,2012-03-30,2098.25
586,2012-04-02,2081.25
587,2012-04-03,2090.5
588,2012-04-04,2059.25
589,2012-04-05,2053.5
590,2012-04-06,2050.25
591,2012-04-09,2050.25
592,2012-04-10,2050.25
593,2012-04-11,2035.75
594,2012-04-12,2069.5
595,2012-04-13,2045.75
596,2012-04-16,2026.5
597,2012-04-17,2040.25
598,2012-04-18,2028.25
599,2012-04-19,2016.25
600,2012-04-20,2034.25
601,2012-04-23,2034.25
602,2012-04-24,2029.5
603,2012-04-25,2039.75
604,2012-04-26,2040.25
605,2012-04-27,2068.0
606,2012-04-30,2057.5
607,2012-05-01,2066.5
608,2012-05-02,2064.25
609,2012-05-03,2047.25
610,2012-05-04,2047.75
611,2012-05-07,2025.75
612,2012-05-08,2025.75
613,2012-05-09,1986.75
614,2012-05-10,2003.25
615,2012-05-11,1991.75
616,2012-05-14,1981.5
617,2012-05-15,1979.0
618,2012-05-16,1994.25
619,2012-05-17,1986.75
620,2012-05-18,2016.25
621,2012-05-21,2003.75
622,2012-05-22,1996.25
623,2012-05-23,1974.75
624,2012-05-24,1968.5
625,2012-05-25,1979.25
626,2012-05-28,1980.25
627,2012-05-29,1979.25
628,2012-05-30,1957.25
629,2012-05-31,1973.25
630,2012-06-01,1936.5
631,2012-06-04,1944.75
632,2012-06-05,1944.75
633,2012-06-06,1944.75
634,2012-06-07,1946.75
635,2012-06-08,1938.25
636,2012-06-11,1943.25
637,2012-06-12,1925.75
638,2012-06-13,1923.75
639,2012-06-14,1924.25
640,2012-06-15,1914.25
641,2012-06-18,1881.75
642,2012-06-19,1878.25
643,2012-06-20,1879.25
644,2012-06-21,1841.75
645,2012-06-22,1823.25
646,2012-06-25,1816.75
647,2012-06-26,1810.25
648,2012-06-27,1810.25
649,2012-06-28,1832.25
650,2012-06-29,1834.25
651,2012-07-02,1866.75
652,2012-07-03,1910.5
653,2012-07-04,1929.75
654,2012-07-05,1914.25
655,2012-07-06,1887.5
656,2012-07-09,1876.25
657,2012-07-10,1889.5
658,2012-07-11,1872.25
659,2012-07-12,1835.25
660,2012-07-13,1861.25
661,2012-07-16,1861.25
662,2012-07-17,1888.25
663,2012-07-18,1868.25
664,2012-07-19,1908.75
665,2012-07-20,1894.25
666,2012-07-23,1835.25
667,2012-07-24,1839.75
668,2012-07-25,1846.5
669,2012-07-26,1865.25
