0.000000,15.100000
1.000000,15.270000
3.000000,14.850000
4.000000,14.600000
6.000000,14.300000
7.000000,14.680000
8.000000,15.450000
10.000000,14.500000
11.000000,14.100000
12.000000,14.170000
13.000000,14.060000
15.000000,14.800000
16.000000,15.080000
17.000000,15.130000
18.000000,15.450000
19.000000,15.710000
22.000000,15.420000
23.000000,15.670000
24.000000,15.700000
25.000000,15.560000
26.000000,15.380000
27.000000,15.000000
29.000000,14.630000
30.000000,15.300000
31.000000,15.340000
32.000000,15.080000
33.000000,15.090000
34.000000,15.200000
35.000000,14.930000
36.000000,15.020000
37.000000,14.950000
38.000000,15.030000
39.000000,15.100000
41.000000,14.990000
42.000000,15.090000
44.000000,14.700000
45.000000,14.650000
46.000000,14.600000
48.000000,14.210000
49.000000,13.990000
50.000000,13.780000
51.000000,13.500000
52.000000,13.590000
55.000000,13.600000
56.000000,14.400000
57.000000,13.950000
58.000000,13.740000
59.000000,13.460000
60.000000,13.600000
62.000000,13.580000
63.000000,13.520000
64.000000,13.430000
65.000000,12.980000
66.000000,12.970000
68.000000,12.240000
69.000000,11.850000
70.000000,11.780000
71.000000,11.350000
73.000000,11.490000
74.000000,12.000000
76.000000,12.520000
77.000000,12.710000
78.000000,13.110000
79.000000,13.700000
80.000000,13.230000
82.000000,13.740000
83.000000,13.550000
84.000000,12.400000
85.000000,12.300000
86.000000,12.330000
87.000000,12.500000
88.000000,12.820000
91.000000,12.560000
92.000000,12.750000
93.000000,12.950000
95.000000,12.820000
97.000000,12.950000
99.000000,13.250000
100.000000,13.110000
101.000000,12.780000
103.000000,12.040000
104.000000,12.030000
106.000000,13.200000
108.000000,14.480000
109.000000,14.580000
110.000000,13.950000
111.000000,14.050000
112.000000,14.490000
113.000000,14.500000
114.000000,14.340000
115.000000,14.100000
116.000000,14.290000
117.000000,14.700000
118.000000,14.470000
119.000000,14.530000
120.000000,14.530000
121.000000,14.600000
122.000000,14.750000
123.000000,14.810000
124.000000,14.670000
125.000000,14.820000
126.000000,14.960000
127.000000,14.990000
129.000000,15.550000
130.000000,15.300000
131.000000,15.520000
132.000000,15.720000
133.000000,15.960000
135.000000,16.250000
136.000000,16.340000
137.000000,16.200000
138.000000,15.800000
139.000000,15.750000
140.000000,16.120000
142.000000,16.430000
143.000000,16.740000
144.000000,17.090000
145.000000,17.000000
147.000000,16.010000
151.000000,15.970000
152.000000,15.910000
154.000000,16.120000
155.000000,16.170000
156.000000,15.990000
157.000000,15.990000
159.000000,16.050000
160.000000,15.820000
161.000000,15.430000
162.000000,15.670000
163.000000,15.600000
164.000000,15.800000
165.000000,16.010000
166.000000,16.240000
168.000000,16.130000
169.000000,16.280000
170.000000,16.150000
171.000000,16.600000
173.000000,16.580000
175.000000,16.950000
